Db,Ndb Id,FoodDescription,Manufacturer 
BF,45158675,"HIGH WEST DISTILLERY, MILLCREEK CACAO ROASTERS, DARK CHOCOLATE, UPC: 858489005289",Millcreek Cacao Roasters LLC
BF,45145539,"EL CAMINO REAL BAKERY, CHOCOLATE CHIP + OATMEAL BITES, UPC: 731216104465","Best Express Foods, Inc."
BF,45154170,"TARGET, GOURMET MINI BARK, WHITE CHOCOLATE PUMPKIN SPICE, UPC: 845777012746","G. Debbas Chocolatier, Inc."
BF,45137062,"GREAT VALUE, HOT COCOA MIX, MILK CHOCOLATE, WITH MARSHMALLOWS, UPC: 078742370965","WAL-MART STORES, INC."
BF,45356345,"WHITE CHOCOLATE CHIP SWEET & SALTY CHEWY PRETZEL BARS, UPC: 036800357372","Topco Associates, Inc."
BF,45155997,"CHOCOLINO LA DOLCE VITA, MILK CHOCOLATE SPECULOOS COOKIE, UPC: 050428551639","CVS Pharmacy, Inc."
BF,45114165,"KROGER, CARBMASTER, CULTURED DAIRY BLEND, WHITE CHOCOLATE, RASPBERRY, UPC: 011110450838",The Kroger Co.
BF,45152281,"HT TRADERS, CLASSIC TRAIL MIX, MILK CHOCOLATE CANDIES, ALMONDS & CASHEWS, UPC: 072036719935",Harris-Teeter Inc.
BF,45326274,"DARK CHOCOLATE CHIP PEANUT BUTTER CHEWY GRANOLA BARS, UPC: 036800002289","Topco Associates, Inc."
BF,45161997,"NOT YOUR SUGAR MAMAS, 75% CACAO PURE & SIMPLE SUPERFOOD CHOCOLATE, UPC: 856532004272",Not your sugar mamas
BF,45161324,"CARIBOU COFFEE, MILK CHOCOLATE CARAMEL SEA SALT GRAHAM, UPC: 798493161475","Caribou Coffee Company, Inc."
BF,45188009,"CISSE COCOA CO, DARK CHOCOLATE LAYER CAKE MIX, UPC: 859283003037",Experience Cisse Ltd
BF,45153050,"DAY DREAMS - SUPER MOIST BROWNIE COOKIE WITH WHITE CHOCOLATE CHIPS, UPC: 610358991228",Radio Systems Corporation
BF,45095624,"MINI MARSHMALLOWS MILK CHOCOLATE DUTCH HOT COCOA MIX, UPC: 011110763051",The Kroger Co.
BF,45108513,"WILD OPHELIA, 41% MILK CHOCOLATE BAR, BEEF JERKY, UPC: 810048011490","Vosges, Ltd."
BF,45102383,"VANILLA, STRAWBERRY FLAVORED & CHOCOLATE NEAPOLITAN LIGHT ICE CREAM, UPC: 011225107283",Kingston Marketing Co
BF,45101971,"HARRY & DAVID, MOOSE MUNCH, GOURMET POPCORN, DARK CHOCOLATE, UPC: 780994807594",Harry and David
BF,45091103,"HU, GET BACK TO HUMAN, ALMOND BUTTER + PUFFED QUINOA CHOCOLATE BAR, UPC: 010001210353",B R Group Inc.
BF,45100777,"SIGNATURE, SELECT, DARK CHOCOLATE WITH SEA SALT & ALMOND NOUGAT, UPC: 021130016662","Safeway, Inc."
BF,45100523,"ESSENTIAL LIVING FOODS, COCO GOGO ENERGY ELIXIR CHOCOLATE DRINK MIX, UPC: 812986016452",ESSENTIAL LIVING FOODS
BF,45099979,"OCHO, ESPRESSO NOUGAT COVERED IN DARK CHOCOLATE, DARK COFFEE, UPC: 859815002095",FIVE STAR ORGANICS LLC
BF,45136936,"YUP!, 1% LOW FAT ULTRA-FILTERED MILK, CHOCOLATE, UPC: 811620020398","Fair Oaks Farms Brands, Inc."
BF,45161996,"NOT YOUR SUGAR MAMAS, ANTIOXIDANT RICH SUPERFOOD CHOCOLATE, SALTED CARAMEL, UPC: 856532004258",Not your sugar mamas
BF,45248614,"NABISCO, OREO, LIMITED EDITION SANDWICH COOKIES, CHOCOLATE CHIP, UPC: 044000044565",Nabisco Biscuit Company
BF,45166763,"SEASHELLS MILK AND DARK CHOCOLATE WITH CREAMY RICH HAZELNUT FILLING, UPC: 851789005171",none
BF,45149529,"DAVID BRADLEY CHOCOLATIER, CARAMELS WITH SEA SALT, MILK CHOCOLATE, UPC: 741586090329",Sophisticated Chocolates Mfg.
BF,45180311,"FLAP JACKED, HIGH-FIBER MIGHTY MUFFIN WITH PROBIOTICS, CHOCOLATE PEANUT BUTTER, UPC: 850171005201","JaceyCakes, LLC"
BF,45102530,"KROGER, SLICE'N BAKE CHOCOLATE CHIP COOKIE DOUGH, UPC: 011110907080",The Kroger Co.
BF,45102161,"SCHMERLING'S OF SWITZERLAND, COFFEE FILLED SWISS MILK CHOCOLATE, ROSEMARIE CAPPUCCINO, UPC: 097643051445",Maestrani Schweizer
BF,45101648,"CHOCOLATE STORYBOOK, COTTON CANDY, APPLE PIE A LA MODE, UPC: 609015726617",Pete's Pancakes
BF,45100971,"LINDT, HELLO MY NAME IS COOKIES & CREAM, MILK CHOCOLATE WITH COOKIES AND CREAM FILLING, UPC: 009542005474",Lindt & Sprungli (Schweiz) AG
BF,45165402,"KIRKLAND SIGNATURE, FLAVORED CASHEWS, DARK CHOCOLATE TOASTED COCONUT, UPC: 096619492237",Costco Companies Inc.
BF,45306783,"ALERNATIVE BAKNG COMPAMY, INC., DOUBLE CHOCOLATE DECADENCE COOKIE, UPC: 703741000628",The Alternative Baking Company
BF,45099600,"365 EVERYDAY VALUE, MINI BAKING CHIPS, WHITE CHOCOLATE, UPC: 099482447076","Whole Foods Market, Inc."
BF,45099383,"BIXBY & CO., BIRDIE, BIXBY BAR, PREMIUM CHOCOLATE+FRUIT+ NUT+ SPICE BAR, UPC: 859479003056",BIXBY & CO
BF,45159527,"DEMET'S, TURTLES, NUT CLUSTERS, ALMONDS, DARK CHOCOLATE, CARAMEL, UPC: 872181005460",DEMET'S CANDY COMPANY
BF,45097921,"WINCO FOODS, INSTANT HOT COCOA MILK CHOCOLATE MIX, UPC: 070552800335","Winco Foods, Inc."
BF,45097549,"ESSENTIAL EVERYDAY, CHEWY PROTEIN BARS, PEANUT, ALMOND & DARK CHOCOLATE, UPC: 041303045411","Supervalu, Inc."
BF,45097124,"PASCHA'S ORGANIC 100% CACAO UNSWEETENED (SUGAR-FREE) DARK CHOCOLATE CHIPS, 8.8 OZ, UPC: 842638005039",none
BF,45097122,"PASCHA'S ORGANIC 85% CACAO BITTER-SWEET DARK CHOCOLATE CHIPS, 8.8 OZ, UPC: 842638005022",none
BF,45097120,"PASCHA'S ORGANIC 55% CACAO SEMI-SWEET DARK CHOCOLATE CHIPS, 8.8 OZ, UPC: 842638005015",none
BF,45242283,"DILETTANTE, DECADENCE COOKIES, DARK CHOCOLATE COVERED SHORTBREAD, ORIGINAL, UPC: 037041102516","Seattle Gourmet Foods, Inc."
BF,45096309,"SEED AND BEAN, ORGANIC RICH MILK CHOCOLATE, SICILIAN HAZELNUT AND ALMOND, UPC: 5060137140401",The Organic Seed and Bean Company L
BF,45096205,"SEED AND BEAN, ORGANIC EXTRA DARK CHOCOLATE, COCONUT RASPBERRY, UPC: 5060137140173",The Organic Seed and Bean Company L
BF,45187602,"WILBUR'S OF MAINE, ALL NATURAL DARK CHOCOLATE SUGAR-N-SPICE ALMONDS, UPC: 813213003726",Wilbur's Of Maine Chocolate Confections
BF,45187270,"BOONE BARR, WHOLE FOOD ENERGY BAR, WALNUT DARK CHOCOLATE CRANBERRY, UPC: 632963756719",Dakota Dairy Specialties
BF,45306719,"BACI, PERUGIRA, DARK CHOCOLATE WITH HAZELNUT LAYERS AND WHOLE HAZELNUTS, UPC: 839456002760",none
BF,45099100,"DUNCAN HINES, CREAMY HOME-STYLE FROSTING, MILK CHOCOLATE, UPC: 644209004393",PINNACLE FOODS GROUP LLC
BF,45097951,"SIMPLY INDULGENT GOURMET, CHOCOLATE CHIP MINI CRUNCH COOKIES, UPC: 659422217635","TOO GOOD GOURMET, INC."
BF,45097896,"WINCO FOODS, INSTANT HOT COCOA MILK CHOCOLATE MIX, UPC: 070552800311","Winco Foods, Inc."
BF,45151052,"PASKESZ, MINI BITS COOKIES, DOUBLE FUDGE CHOCOLATE CHIP, UPC: 025675810624",Paskesz Candy Company
BF,45097123,"PASCHA'S ORGANIC 85% CACAO DARK CHOCOLATE BAR, 3.5 OZ, UPC: 842638000034",none
BF,45097121,"PASCHA'S ORGANIC 70% CACAO DARK CHOCOLATE BAR, 3.5 OZ, UPC: 842638000027",none
BF,45096992,"BROWN & HALEY, DARK ROCA, THE ORIGINAL BUTTERCRUNCH TOFFEE WITH ALMONDS & DARK CHOCOLATE, UPC: 041770034604",BROWN & HALEY
BF,45096316,"HARRY & DAVID, MOOSE MUNCH, GOURMET POPCORN, MILK CHOCOLATE, UPC: 780994807686",Harry and David
BF,45242179,"WINCO FOODS, INSTANT PUDDING & PIE FILLING, SUGAR FREE, CHOCOLATE, UPC: 070552903043","Winco Foods, Inc."
BF,45147042,"MOUNTAIN, MILK CHOCOLATE PEANUT BUTTER WITH PEANUTS AND SEA SALT, NO ARTIFICIAL FLAVORING, COLORS OR PRESERVATIVES., UPC: 041770333806",BROWN & HALEY
BF,45187671,"TWO SPOONS, DUTCH GELATO, TRIPLE CHOCOLATE CHUNK COOKIE, UPC: 850009001429","Spruce Confections, LLC"
BF,45167410,"COCONUT BLENDED LOW-FAT GREEK STRAINED YOGURT WITH DARK CHOCOLATE DROPLETS, UPC: 689544088042",FAGE USA DAIRY INDUSTRY INC
BF,45090560,"CLIF, ORGANIC TRAIL MIX BAR, DARK CHOCOLATE POMEGRANATE RASPBERRY, UPC: 722252461452",Clif Bar and Company
BF,45187743,"LISA MAE CAKES & COOKIES, GOURMET COOKIES DOUGH, CHOCOLATE CHIP, UPC: 852440005004",LisaMae Cakes
BF,45165001,"RUSSELL STOVER, COCONUT CREAM EGG COVERED IN DARK CHOCOLATE, UPC: 077260063717",RUSSELL STOVER CANDIES INC.
BF,45164998,"RUSSELL STOVER, CANDY IN MILK CHOCOLATE, KEY LIME WHIP EGG, UPC: 077260063137",RUSSELL STOVER CANDIES INC.
BF,45078092,"GLICO, POCKY, ULTRA SLIM BISCUIT STICKS, CHOCOLATE CREAM, UPC: 073141152976",Ezaki Glico USA Corporation
BF,45164501,"HANDMADE MILK CHOCOLATE COATED MARSHMALLOW WITH REAL GRAHAM CRACKER AND CASHEWS, UPC: 070602485000","Annabelle Candy Co., Inc."
BF,45164355,"7 SELECT, MILK CHOCOLATE S'MORES BAR, CRUNCHY COOKIES AND MARSHMALLOW, UPC: 052548566234","7-Eleven, Inc."
BF,45164277,"GOLD EMBLEM, MILK CHOCOLATE TRUFFLE EGGS, STRAWBERRY CHEESECAKE, UPC: 050428499740","CVS Pharmacy, Inc."
BF,45164271,"GOLD EMBLEM, SELECT, GOURMET EUROPEAN MILK CHOCOLATE TRUFFLES, STRAWBERRY CHEESECAKE, UPC: 050428494677","CVS Pharmacy, Inc."
BF,45164223,"NICE!, DOUBLE DIPPED PRETZEL BALLS, PEANUT BUTTER, MILK CHOCOLATE, UPC: 049022894013",WALGREENS CO.
BF,45164089,"BROWN & HALEY, ROCA THINS, DARK CHOCOLATE PEPPERMINT BARK, UPC: 041770586905",BROWN & HALEY
BF,45252400,"DOVE, REAL CHERRIES DIPPED IN SILKY SMOOTH DARK CHOCOLATE, UPC: 040000507710",Mars Chocolate North America LLC
BF,45090557,"CLIF, ORGANIC TRAIL MIX BAR, DARK CHOCOLATE ALMOND SEA SALT, UPC: 722252461421",Clif Bar and Company
BF,45187745,"LISAMAE CAKES & COOKIES, GLUTEN FREE GOURMET COOKIE DOUGH, WHITE CHOCOLATE MACADAMIA NUT, UPC: 852440005028",LisaMae Cakes
BF,45165011,"RUSSELL STOVER, INDIVIDUALLY WRAPPED CARAMEL, LUSCIOUS MILK CHOCOLATE, UPC: 077260097903",RUSSELL STOVER CANDIES INC.
BF,45164999,"RUSSELL STOVER, BANANA CHIP EGG CANDY IN DARK CHOCOLATE, UPC: 077260063168",RUSSELL STOVER CANDIES INC.
BF,45164997,"RUSSELL STOVER, LEMON CAKE EGG CANDY IN DARK CHOCOLATE, UPC: 077260063120",RUSSELL STOVER CANDIES INC.
BF,45164569,"CLOVER VALLEY, HOT COCOA DRINK MIX, MILK CHOCOLATE, UPC: 070893032167","BAY VALLEY FOODS, LLC"
BF,45164466,"OLZA, PRINCE POLO BAR, HAZELNUT MILK CHOCOLATE CONFECTION, UPC: 070221006594",Jacobs Suchard
BF,45164351,"7-SELECT, GO! YUM, MINI COOKIE CUPS, TRIPLE CHOCOLATE, UPC: 052548565091","7-Eleven, Inc."
BF,45164273,"GOLD EMBLEM, SELECT, GOURMET EUROPEAN MILK CHOCOLATE, SEA SALT CARAMEL, UPC: 050428496831","CVS Pharmacy, Inc."
BF,45164234,"SNACK FACTORY, PRETZEL CRISPS, DARK CHOCOLATE & MEDITERRANEAN SEA SALT CRUNCH, UPC: 049508008385",Snack Factory Inc
BF,45164129,"CUMBERLAND FAMRS, FARMHOUSE PREMIUM CHOCOLATE TREATS, ACAI BLUEBERRY BLAST, UPC: 042704058116",Cumberland Farms Dairy Inc
BF,45163611,"SHOPPERS VALUE, SOFT 'N CHEWY COOKIES, CHOCOLATE CHIP, UPC: 041130289002","Supervalu, Inc."
BF,45163509,"TORN RANCH, INFUSED MILK CHOCOLATE, MASALA & BLACK TEA, UPC: 036412003339","Torn Ranch, Inc."
BF,45163125,"FAMILY GOURMET, VANILLA CREME FILLED CHOCOLATE SANDWICH COOKIES, UPC: 032251169151",Family Dollar Stores Inc.
BF,45162847,"KOWALSKI'S MARKETS, CARAMEL EGGS, DARK CHOCOLATE, SEA SALT, UPC: 020527087599",World Consolidated Industries
BF,45162774,"PANGBURN'S, MILLIONAIRES, PECANS AND HONEY CARAMEL, PREMIUM MILK CHOCOLATE, UPC: 017144026803","WHITMAN'S CANDIES, INC."
BF,45162719,"NATURALLY NUTFULL, DRY ROASTED WHOLE HAZELNUT, CHOCOLATE TRUFFLE, UPC: 013413796293","Very Special Chocolates, Inc."
BF,45162716,"JIM BEAM, MILK CHOCOLATE CLUSTERS WITH DRY ROASTED ALMONDS, BOURBON SALTED CARAMEL, UPC: 013413501002","Very Special Chocolates, Inc."
BF,45162562,"MCSTEVEN'S, BARISTA BAR FAVORITES THE MOCHA PIG, MAPLE, BACON, CHOCOLATE AND CREAMY COFFEE, UPC: 010532751967",MCSTEVEN'S INC.
BF,45090660,"CLIF, ORGANIC TRAIL MIX BAR, DARK CHOCOLATE, ALMOND, SEA SALT, UPC: 722252364326",Clif Bar and Company
BF,45090561,"CLIF, ORGANIC TRAIL MIX BAR, DARK CHOCOLATE PEANUT BUTTER, UPC: 722252461445",Clif Bar and Company
BF,45187505,"PAPA STEVE'S, NO JUNK RAW PROTEIN BARS, DARK CHOCOLATE CHERRY CASHEW, UPC: 748252681102","Rje Trade International, Inc."
BF,45187215,"RAW ENERGY AND LIFE, RAWKIN RAW, ORGANIC MINT CHOCOLATE CHIP SUPERFOOD MACAROON, UPC: 604867999820",Sunflour Baking Co.
BF,45090546,"LUNA, HIGH PROTEIN BAR, CHOCOLATE CHIP COOKIE DOUGH, UPC: 722252333032",Clif Bar and Company
BF,45189507,"ZEMAS MADHOUSE FOODS, ANCIENT WHOLE GRAIN MINI CHOCOLATE CHIP COOKIES, UPC: 856321004193","Zema's Madhouse Foods, inc."
BF,45163447,"AFFY TAPPLE, MINI MILK CHOCOLATE COVERED SANDWICH COOKIES, CARAMEL, APPLE, UPC: 034986061953",Affy Tapple Inc.
BF,45252236,"NESTLE, CRUNCH, DARK CHOCOLATE COOKIE WAFERS, THIN MINTS, UPC: 02832508",Nestle USA Inc.
BF,45162803,"MOUNTAIN MAN NUT & FRUIT CO, MOUNTAIN MAN PRETZELS, CHOCOLATE, UPC: 019061060854",Mountain Man Nut & Fruit Co.
BF,45162772,"SWEET SALT USA, DARK CHOCOLATE SEA SALT CARAMELS, UPC: 017109328805","Sweet Shop Candies, Inc."
BF,45162718,"NUTSTER, PURE MILK & DARK CHOCOLATE, BLUEBERRY & STRAWBERRY GREEK YOGURT FILLING, UPC: 013413796255","Very Special Chocolates, Inc."
BF,45252197,"ETHEL M, MILK & DARK CHOCOLATE SEA SALT CARAMEL COLLECTION, UPC: 012937470849",Mars Retail Group Inc.
BF,45162539,"LINDT, MILK CHOCOLATE COVERED HELLO PRETZEL ROUNDS BITE, UPC: 009542019914",Lindt & Sprungli (Schweiz) AG
BF,45090662,"CLIF, ORGANIC TRAIL MIX BAR, DARK CHOCOLATE PEANUT BUTTER, UPC: 722252264367",Clif Bar and Company
BF,45090558,"CLIF, TRAIL MIX BAR, DARK CHOCOLATE CHERRY ALMOND, UPC: 722252461438",Clif Bar and Company
BF,45187216,"RAW ENERGY AND LIFE, RAWLIN RAW, ORGANIC ORANGE CHOCOLATE SUPERFOOD MACAROON, UPC: 604867999844",Sunflour Baking Co.
BF,45187213,"RAW ENERGY AND LIFE FOODS, RAWKIN RAW, ORGANIC SUPERFOOD CHOCOLATE MACAROON, UPC: 604867999806",Sunflour Baking Co.
BF,45091155,"CLIF BAR, NUT BUTTER FILLED ENERGY BAR, CHOCOLATE HAZELNUT BUTTER, UPC: 722252368805",Clif Bar and Company
BF,45189506,"ZEMAS MADHOUSE FOODS, ANCIENT WHOLE GRAIN MINI DOUBLE CHOCOLATE COOKIES, UPC: 856321004209","Zema's Madhouse Foods, inc."
BF,45187804,"BISOUSWEET CONFECTIONS, ALL NATURAL CHOCOLATE DIPPED ALMOND MACAROONS, UPC: 853597003370","Babycakes and Confections, LLC"
BF,45187355,"BETTER BITES, CHOCOLATE ENROBED CAKE BALL, VERY STRAWBERRY, UPC: 700729531013","Keltech, Inc."
BF,45150755,"MILK CHOCOLATE BARK DRY ROASTED ALMONDS WITH DRIED CRANBERRIES, UPC: 013413798211","Very Special Chocolates, Inc."
BF,45249389,"GOODNESSKNOWS, APPLE ALMOND & PEANUT DARK CHOCOLATE SNACK SQUARES, UPC: 040000497363",Mars Chocolate North America LLC
BF,45187337,"TENNESSEE MOONSHINE CAKES, MOONSHINE CAKE, CHOCOLATE THUNDER ROAD, UPC: 696859093838","Topo-Logic Systems, Inc."
BF,45143684,"SWEET'S QUALITY CANDIES, REAL MILK CHOCOLATE COVERED RAISINS, UPC: 071443011113",SWEET CANDY COMPANY
BF,45142713,"SANDERS, SANDERS FAVORITES DARK CHOCOLATE SEA SALT CARAMELS, UPC: 035900279010",Morley Candy Makers Inc.
BF,45141476,"ZONE PERFECT, NUTRITION BARS, CHOCOLATE CHIP COOKIE DOUGH, UPC: 638102561367",Eicotech Corporation
BF,45169109,"NEGRANTI CREAMERY, THE ORIGINAL SHEEP MILK ICE CREAM, CHOCOLATE MALT, UPC: 799975971902","Pre-Peeled Fruit, Inc."
BF,45169846,"MELT FOOD & SPIRITS, THE ALMOND DROP, ALL NATURAL GLUTEN FREE TREATS, APRICOT, CHOCOLATE, UPC: 857749004154",MelT Foods LLC
BF,45169614,"THE GREAT & WONDERFUL SEA OF CHANGE TRADING CO., THE SEAWEED CHOCOLATE BAR, WILD DARK DULSE, UPC: 854630004378","The Great and Wonderful Sea of Change Trading Company, Inc"
BF,45140848,"TASSIMO, CORNER COFFEEHOUSE HOT CHOCOLATE SYRUP DISCS, PEPPERMINT, UPC: 043000057575",none
BF,45189869,"PALEO PRIME, NATURAL GRAIN-FREE COOKIES, CHOCOLATE CHIP, UPC: 866913000205",Paleo Prime LLC
BF,45187492,"VITA ORGANIC FOODS, ORGANIC CHOCOLATE 72% RAW COCAO GOJI MINIS, UPC: 741459295264",Quanta Press Incorporated
BF,45150783,"EXTRA FILLED FUDGE DUOS CHOCOLATE SANDWICH CREME COOKIES, UPC: 015400875103","Western Family Foods, Inc."
BF,45249391,"GOODNESSKNOWS, SNACK SQUARES, APPLE, ALMOND & PEANUT DARK CHOCOLATE, UPC: 040000497196",Mars Chocolate North America LLC
BF,45249382,"GOODNESSKNOWS, SNACK SQUARES, PEACH & CHERRY, ALMOND, DARK CHOCOLATE, UPC: 040000497387",Mars Chocolate North America LLC
BF,45168719,"NEW BARN, ALMOND CREME, NON-DAIRY FROZEN DESSERT, ORGANIC CHOCOLATE, UPC: 685248987643",Zap Studio
BF,45143223,"BETTER MADE SPECIAL, DARK CHOCOLATE COVERED POTATO CHIPS, UPC: 041633995226","BETTER MADE SNACK FOODS, INC."
BF,45021042,"GLUTINO, GLUTEN FREE PANTRY, GLUTEN FREE BROWNIE MIX, DOUBLE CHOCOLATE, UPC: 737880061301","The Gluten-Free Pantry, Inc."
BF,45169950,"URBAN RACCOON, ON-THE-GO SNACK BAR, PEANUT CHOCOLATE, UPC: 859546003002",Small Town Foods LLC
BF,45170130,"BIG TREE FARMS, DRINKING CHOCOLATE, RAW CACAO & COCONUT SUGAR, UPC: 873204000189",BIG TREE FARMS
BF,45169844,"MELT, THE ALMOND DROP, ALL NATURAL GLUTEN FREE TREATS,WALNUT WHITE CHOCOLATE, DRIED CHERRIES, UPC: 857749004123",MelT Foods LLC
BF,45169613,"THE GREAT & WONDERFUL SEA OF CHANGE TRADING CO., THE SEAWEED CHOCOLATE BAR, UPC: 854630004361","The Great and Wonderful Sea of Change Trading Company, Inc"
BF,45247336,"PLANTERS, NUT-RITION SUSTAINING ENERGY MIX, CHOCOLATE NUT, UPC: 029000019188",Nabisco Food Company
BF,45169006,"EATINGEVOLVED, COCONUT BUTTER CUP, DARK CHOCOLATE MINT CREME, UPC: 748252205438","Rje Trade International, Inc."
BF,45169068,"GLUTEN FREE KLIPPY'S, COOKIE DOUGH, CHOCOLATE SEA SALT, UPC: 793573189554",Mr. Beverages Old Time Cocktail Mixes
BF,45168777,"BETTER BITES, SNICKER DOODLE DO BITES CHOCOLATE ENROBED COOKIE DOUGH, UPC: 700729530870","Keltech, Inc."
BF,45015186,"OLIVIA SUPERFREE, CHOCOLATE CHIP COOKIE DOUGH W/ VANILLA FROSTING, UPC: 859665002689",WHEATLESS IN SEATTLE LLC
BF,45145546,"TARGET CORPORATION, GOURMET HAND-DIPPED MARSHMALLOW POPS, DARK CHOCOLATE, UPC: 732577572832",Melville Candy Corporation
BF,45140163,"AHOLD, CHEWY GRANOLA BARS, PEANUT BUTTER CHOCOLATE CHIP, UPC: 688267163821","Ahold USA, Inc."
BF,45134817,"SWISS MISS Hot Cocoa Mix Milk Chocolate, UNPREPARED, GTIN: 00070920474496",Conagra Brands
BF,45134900,"HEALHTY CHOICE Greek Cherry Chocolate Yogurt Cup, UNPREPARED, GTIN: 00072655408104",Conagra Brands
BF,45135034,"HK ANDERSON Milk Chocolate Peanut Butter Pretzels, UNPREPARED, GTIN: 00070271003710",Conagra Brands
BF,45243988,"KELLOGG SPECIAL K CEREAL BARS CHOCOLATE CHERRY 7.38OZ, UNPREPARED, GTIN: 00038000160967",Kellogg Company US
BF,45244045,"Kashi Chewy Bars Chocolate Trail Mix 1.23oz, UNPREPARED, GTIN: 00018627107163",Kellogg Company US
BF,45244064,"KEEBLER PREMIUM COOKIE MEAL BROKEN CHOCOLATE SANDWICH 30LB 1CT, UNPREPARED, GTIN: 00030100352495",Kellogg Company US
BF,45170253,"SUPERIOR ON MAIN, BLACK & WHITE COOKIES, CHOCOLATE + VANILLA ICED, UPC: 895939001705","SUPERIOR CAKE PRODUCTS, INC."
BF,45169254,"BUNNERY NATURAL FOODS, PANCAKE & WAFFLE MIX, DOUBLE CHOCOLATE, UPC: 815510010285",The Bunnery Bakery & Restaurant
BF,45168783,"AMERICAN GRA-FRUTTI, YOU LOVE CHOCOLATE CHIP CUPCAKES, UPC: 705105631134",Brittany Records
BF,45168775,"BETTER BITES, SUN BUTTER DO BITES CHOCOLATE ENROBED COOKIE DOUGH, UPC: 700729530832","Keltech, Inc."
BF,45167769,"365 EVERYDAY VALUE, VANILLA ICE CREAM BARS, CHOCOLATE & ALMOND, UPC: 099482413521","Whole Foods Market, Inc."
BF,45140175,"AHOLD, PROTEIN GRANOLA BARS, PEANUT BUTTER & DARK CHOCOLATE CHIPS, UPC: 688267164309","Ahold USA, Inc."
BF,45134793,"SWISS MISS Caseless Pallet Milk Chocolate Envelopes, UNPREPARED, GTIN: 00070920474373",Conagra Brands
BF,45134862,"SWISS MISS Hot Cocoa Mix Milk Chocolate Canister, UNPREPARED, GTIN: 00015700052303",Conagra Brands
BF,45134911,"SWISS MISS Hot Cocoa Mix Milk Chocolate Envelopes, UNPREPARED, GTIN: 00070920472331",Conagra Brands
BF,45135057,"CLAIM JUMPER I Love Chocolate Cream Pie, UNPREPARED, GTIN: 00769950801050",Conagra Brands
BF,45244034,"Kellogg's Special K Cereal Bars Chocolate Cherry 1.23oz, UNPREPARED, GTIN: 00038000160974",Kellogg Company US
BF,45244054,"Keebler Fudge Shoppe Cookies Dark Chocolate 11.5oz, UNPREPARED, GTIN: 00030100114888",Kellogg Company US
BF,45244066,"Kellogg's Special K Protein Liquids Milk Chocolate 10fl oz, UNPREPARED, GTIN: 00038000000393",Kellogg Company US
BF,45244070,"KELLOGG SPECIAL K BREAKFAST SHAKE CHOCOLATE MOCHA 10FL OZ, UNPREPARED, GTIN: 00038000000027",Kellogg Company US
BF,45244077,"KELLOGG SPECIAL K BREAKFAST SHAKE CHOCOLATE DELIGHT 10FL OZ, UNPREPARED, GTIN: 00038000000775",Kellogg Company US
BF,45244108,"Famous Amos Cookies Chocolate Chip 3oz, UNPREPARED, GTIN: 00076677000131",Kellogg Company US
BF,45244251,"Kellogg's Special K Cereal Bars Dark Chocolate 5.5oz, UNPREPARED, GTIN: 00038000160905",Kellogg Company US
BF,45244262,"Kellogg's Special K Cereal Bars Peanut Butter Chocolate 6oz, UNPREPARED, GTIN: 00038000161001",Kellogg Company US
BF,45244488,"Cascadian Farm Organic Chocolate Chip Chewy Granola Bar, UNPREPARED, GTIN: 00021908408019",GENERAL MILLS SALES INC.
BF,45244524,"PEDIASURE SIDEKICKS CHOCOLATE 24CT/8 FL OZ BOTTLES (CLUB PACK), PREPARED, GTIN: 00070074564210",ABBOTT NUTRITION
BF,45310594,"Betty Crocker Super Moist Dark Chocolate Cake Mix, UNPREPARED, GTIN: 00016000409835",GENERAL MILLS SALES INC.
BF,45310734,"Kashi Chewy Bars Chocolate Almond 1.2oz, UNPREPARED, GTIN: 00018627917694",Kellogg Company US
BF,45310773,"KEEBLER GRAHAM CRACKER CRUMBS CHOCOLATE 13.5OZ, UNPREPARED, GTIN: 00030100116912",Kellogg Company US
BF,45310918,"Immaculate Baking Company Gluten Free Double Chocolate Cookie Mix, UNPREPARED, GTIN: 00665596486326",GENERAL MILLS SALES INC.
BF,45310925,"Bugles Chocolate Peanut Butter Crispy Corn Snacks, UNPREPARED, GTIN: 00016000505377",GENERAL MILLS SALES INC.
BF,45244069,"KELLOGG BREAKFAST TG SHAKE MILK CHOCOLATE 10FL OZ, UNPREPARED, GTIN: 00038000000768",Kellogg Company US
BF,45244076,"Kellogg's Special K Protein Liquids Rich Chocolate 10fl oz, UNPREPARED, GTIN: 00038000000577",Kellogg Company US
BF,45244081,"Kellogg's Special K Protein Liquids Chocolate Mocha 10fl oz, UNPREPARED, GTIN: 00038000008122",Kellogg Company US
BF,45244110,"BEAR NAKED BITES DARK CHOCOLATE 1.3OZ, UNPREPARED, GTIN: 00884623102149",Kashi US
BF,45244260,"Kellogg's Special K Cereal Bars Chocolate Coconut Cashew 1.16oz, UNPREPARED, GTIN: 00038000156618",Kellogg Company US
BF,45244435,"Bear Naked Bites Dark Chocolate Trail Mix 7.2oz, UNPREPARED, GTIN: 00884623102613",Kellogg Company US
BF,45244506,"Nature Valley Trail Mix Dark Chocolate Cherry Chewy Granola Bar, UNPREPARED, GTIN: 00016000508422",GENERAL MILLS SALES INC.
BF,45310591,"Betty Crocker Super Moist Triple Chocolate Fudge Cake Mix, UNPREPARED, GTIN: 00016000410015",GENERAL MILLS SALES INC.
BF,45310642,"Kellogg's Pop-Tarts Chocolate Mocha 14.1oz, UNPREPARED, GTIN: 00038000156731",Kellogg Company US
